"Period","month","completed","Treatment.Function.Code","Total.All"
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_100",50691
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_110",84211
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_120",56962
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_130",84691
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_140",26602
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_150",4550
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_160",8672
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_170",1038
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_300",11678
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_301",35516
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_320",38693
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_330",68544
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_340",24468
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_400",21468
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_410",22230
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_430",6734
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_502",68230
"RTT-AUGUST-2021",2021-08-01,"Completed Pathways For Non-Admitted Patients","C_999",909313
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_100",57675
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_110",96750
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_120",64559
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_130",98557
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_140",29144
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_150",5752
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_160",9395
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_170",1140
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_300",12704
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_301",40348
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_320",47782
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_330",75628
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_340",28383
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_400",26377
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_410",26599
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_430",7930
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_502",75952
"RTT-SEPTEMBER-2021",2021-09-01,"Completed Pathways For Non-Admitted Patients","C_999",1043914
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_100",55283
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_110",90680
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_120",64683
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_130",97503
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_140",30208
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_150",5457
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_160",9401
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_170",1157
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_300",12221
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_301",40566
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_320",44411
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_330",75553
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_340",28435
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_400",25316
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_410",24826
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_430",7759
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_502",76487
"RTT-OCTOBER-2021",2021-10-01,"Completed Pathways For Non-Admitted Patients","C_999",1031259
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_100",61491
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_110",103948
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_120",72741
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_130",106293
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_140",35097
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_150",6923
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_160",10673
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_170",1281
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_300",13104
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_301",44862
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_320",50902
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_330",78926
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_340",31756
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_400",29136
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_410",28618
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_430",8783
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_502",81165
"RTT-NOVEMBER-2021",2021-11-01,"Completed Pathways For Non-Admitted Patients","C_999",1147688
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_100",52599
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_110",83739
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_120",59765
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_130",84393
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_140",28010
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_150",5191
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_160",8865
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_170",1113
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_300",11637
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_301",37073
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_320",41103
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_330",65267
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_340",27464
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_400",23215
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_410",22778
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_430",6808
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_502",69353
"RTT-DECEMBER-2021",2021-12-01,"Completed Pathways For Non-Admitted Patients","C_999",946793
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_100",56143
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_110",91985
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_120",64390
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_130",93725
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_140",30245
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_150",5563
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_160",9502
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_170",1186
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_300",12075
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_301",43016
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_320",45181
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_330",68047
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_340",31827
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_400",26657
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_410",24654
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_430",7100
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_502",73396
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Non-Admitted Patients","C_999",1024818
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_100",54289
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_110",90844
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_120",65654
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_130",94702
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_140",29989
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_150",5496
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_160",9392
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_170",1318
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_300",12803
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_301",41326
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_320",44059
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_330",71960
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_340",29535
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_400",26269
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_410",23581
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_430",7169
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_502",74349
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Non-Admitted Patients","C_999",1021354
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_100",61191
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_110",100943
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_120",72214
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_130",108949
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_140",33625
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_150",6149
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_160",10418
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_170",1298
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_300",14784
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_301",46786
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_320",50966
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_330",80811
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_340",34654
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_400",30445
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_410",26940
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_430",8847
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_502",85346
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Non-Admitted Patients","C_999",1160693
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_100",50925
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_110",83068
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_120",57837
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_130",90246
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_140",28118
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_150",5193
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_160",8857
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_170",1220
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_300",10705
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_301",37308
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_320",42222
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_330",69691
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_340",27423
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_400",23794
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_410",19713
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_430",7233
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_502",68809
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Non-Admitted Patients","C_999",943582
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_100",531914
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_110",856106
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_120",467259
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_130",728432
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_140",266239
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_150",51170
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_160",97192
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_170",16783
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_300",68139
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_301",349006
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_320",308920
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_330",316335
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_340",146536
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_400",175122
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_410",128862
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_430",32757
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_502",445507
"RTT-MARCH-2019",2019-03-01,"Incomplete","C_999",6778077
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_100",527564
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_110",852628
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_120",464996
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_130",727730
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_140",263051
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_150",51025
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_160",97430
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_170",16679
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_300",68772
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_301",350847
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_320",313314
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_330",314747
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_340",148107
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_400",175042
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_410",128572
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_430",32761
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_502",443189
"RTT-APRIL-2019",2019-04-01,"Incomplete","C_999",6761470
"RTT-MAY-2019",2019-05-01,"Incomplete","C_100",543135
"RTT-MAY-2019",2019-05-01,"Incomplete","C_110",874209
"RTT-MAY-2019",2019-05-01,"Incomplete","C_120",477987
"RTT-MAY-2019",2019-05-01,"Incomplete","C_130",747607
"RTT-MAY-2019",2019-05-01,"Incomplete","C_140",267934
"RTT-MAY-2019",2019-05-01,"Incomplete","C_150",52786
"RTT-MAY-2019",2019-05-01,"Incomplete","C_160",101147
"RTT-MAY-2019",2019-05-01,"Incomplete","C_170",17316
"RTT-MAY-2019",2019-05-01,"Incomplete","C_300",71253
"RTT-MAY-2019",2019-05-01,"Incomplete","C_301",355944
"RTT-MAY-2019",2019-05-01,"Incomplete","C_320",322955
"RTT-MAY-2019",2019-05-01,"Incomplete","C_330",333192
"RTT-MAY-2019",2019-05-01,"Incomplete","C_340",152854
"RTT-MAY-2019",2019-05-01,"Incomplete","C_400",181698
"RTT-MAY-2019",2019-05-01,"Incomplete","C_410",134948
"RTT-MAY-2019",2019-05-01,"Incomplete","C_430",33644
"RTT-MAY-2019",2019-05-01,"Incomplete","C_502",457854
"RTT-MAY-2019",2019-05-01,"Incomplete","C_999",6958837
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_100",534108
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_110",861020
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_120",471410
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_130",738386
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_140",259565
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_150",51879
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_160",101184
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_170",16796
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_300",69201
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_301",347260
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_320",319726
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_330",336747
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_340",151197
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_400",180895
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_410",134877
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_430",32151
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_502",451671
"RTT-JUNE-2019",2019-06-01,"Incomplete","C_999",6853227
"RTT-JULY-2019",2019-07-01,"Incomplete","C_100",545230
"RTT-JULY-2019",2019-07-01,"Incomplete","C_110",880976
"RTT-JULY-2019",2019-07-01,"Incomplete","C_120",474261
"RTT-JULY-2019",2019-07-01,"Incomplete","C_130",747228
"RTT-JULY-2019",2019-07-01,"Incomplete","C_140",265981
"RTT-JULY-2019",2019-07-01,"Incomplete","C_150",52470
"RTT-JULY-2019",2019-07-01,"Incomplete","C_160",104874
"RTT-JULY-2019",2019-07-01,"Incomplete","C_170",17169
"RTT-JULY-2019",2019-07-01,"Incomplete","C_300",71379
"RTT-JULY-2019",2019-07-01,"Incomplete","C_301",354326
"RTT-JULY-2019",2019-07-01,"Incomplete","C_320",323682
"RTT-JULY-2019",2019-07-01,"Incomplete","C_330",358087
"RTT-JULY-2019",2019-07-01,"Incomplete","C_340",154312
"RTT-JULY-2019",2019-07-01,"Incomplete","C_400",187028
"RTT-JULY-2019",2019-07-01,"Incomplete","C_410",134304
"RTT-JULY-2019",2019-07-01,"Incomplete","C_430",33612
"RTT-JULY-2019",2019-07-01,"Incomplete","C_502",454577
"RTT-JULY-2019",2019-07-01,"Incomplete","C_999",6985535
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_100",531122
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_110",867935
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_120",458509
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_130",729491
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_140",253426
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_150",51124
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_160",102557
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_170",16343
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_300",68700
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_301",344135
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_320",313163
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_330",354997
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_340",148931
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_400",184349
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_410",131285
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_430",32846
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_502",442589
"RTT-AUGUST-2019",2019-08-01,"Incomplete","C_999",6789652
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_100",539947
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_110",884309
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_120",464370
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_130",736341
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_140",254029
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_150",51917
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_160",104643
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_170",16085
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_300",68645
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_301",346340
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_320",312792
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_330",360120
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_340",147434
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_400",187085
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_410",132903
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_430",32671
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_502",446417
"RTT-SEPTEMBER-2019",2019-09-01,"Incomplete","C_999",6864994
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_100",556575
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_110",908147
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_120",474394
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_130",753788
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_140",259467
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_150",54332
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_160",106298
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_170",16690
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_300",68997
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_301",363662
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_320",328724
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_330",366048
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_340",155504
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_400",194031
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_410",140128
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_430",33577
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_502",457259
"RTT-OCTOBER-2019",2019-10-01,"Incomplete","C_999",7087725
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_100",543528
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_110",874309
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_120",465908
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_130",737851
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_140",261091
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_150",53066
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_160",102682
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_170",16480
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_300",65149
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_301",352770
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_320",323363
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_330",345623
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_340",153030
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_400",189273
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_410",133619
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_430",31944
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_502",445240
"RTT-NOVEMBER-2019",2019-11-01,"Incomplete","C_999",6907574
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_100",522844
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_110",863189
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_120",456107
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_130",717083
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_140",253577
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_150",52586
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_160",98827
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_170",16197
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_300",65696
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_301",346009
"RTT-DECEMBER-2019",2019-12-01,"Incomplete","C_320",318774
